Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Hong, D.C., Hong, S.Y., Hong, S.W.","7201840670; 7405763888; 8702921700","Numerical study of the motions and drift force of a floating OWC device",2004,"Ocean Engineering",31,"2",,139,164,,64,10.1016/S0029-8018(03)00118-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0344062922&partnerID=40&md5=3d325797ed36b97ac1b62ff33239319e",Article,Final,"",Scopus,2-s2.0-0344062922
"Wu, H., Wang, Z., Zi, Y.","57198665807; 15027868200; 56529184400","Multi-Mode Water-Tube-Based Triboelectric Nanogenerator Designed for Low-Frequency Energy Harvesting with Ultrahigh Volumetric Charge Density",2021,"Advanced Energy Materials",11,"16", 2100038,,,,63,10.1002/aenm.202100038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85102255241&partnerID=40&md5=0bc4ee87afa867298ae1363cea523545",Article,Final,"",Scopus,2-s2.0-85102255241
"Zhang, H., Zhou, B., Vogel, C., Willden, R., Zang, J., Geng, J.","57204526759; 7401906874; 56992335500; 6507728652; 13805368200; 56304796300","Hydrodynamic performance of a dual-floater hybrid system combining a floating breakwater and an oscillating-buoy type wave energy converter",2020,"Applied Energy",259,"", 114212,,,,63,10.1016/j.apenergy.2019.114212,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075857124&partnerID=40&md5=4fb72c904a301bd8f7b2503e0bb43d70",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85075857124
"Doyle, S., Aggidis, G.A.","57206859040; 9338335100","Development of multi-oscillating water columns as wave energy converters",2019,"Renewable and Sustainable Energy Reviews",107,"",,75,86,,63,10.1016/j.rser.2019.02.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85062012225&partnerID=40&md5=041fb71096d328608d4d107061c320d0",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85062012225
"Wang, Z., Duan, C., Dong, S.","55256628300; 57202012855; 7402016848","Long-term wind and wave energy resource assessment in the South China sea based on 30-year hindcast data",2018,"Ocean Engineering",163,"",,58,75,,63,10.1016/j.oceaneng.2018.05.070,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048492863&partnerID=40&md5=474afc639e9474c2bab9b32831e76b51",Article,Final,"",Scopus,2-s2.0-85048492863
"Giassi, M., Göteman, M.","56340709300; 36645791600","Layout design of wave energy parks by a genetic algorithm",2018,"Ocean Engineering",154,"",,252,261,,63,10.1016/j.oceaneng.2018.01.096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85054979629&partnerID=40&md5=2f3925f04ec90899a9444c769b2522ff",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85054979629
"Son, D., Yeung, R.W.","56419383000; 7102833332","Optimizing ocean-wave energy extraction of a dual coaxial-cylinder WEC using nonlinear model predictive control",2017,"Applied Energy",187,"",,746,757,,63,10.1016/j.apenergy.2016.11.068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85002636309&partnerID=40&md5=503fdb929c52c17ec4ea5d7eb5de567e",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85002636309
"Mahnamfar, F., Altunkaynak, A.","57188755317; 35612650900","Comparison of numerical and experimental analyses for optimizing the geometry of OWC systems",2017,"Ocean Engineering",130,"",,10,24,,63,10.1016/j.oceaneng.2016.11.054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85001930581&partnerID=40&md5=fb23faf0aeb02981439994bcdb90f830",Article,Final,"",Scopus,2-s2.0-85001930581
"Henriques, J.C.C., Gomes, R.P.F., Gato, L.M.C., Falcão, A.F.O., Robles, E., Ceballos, S.","36173947400; 26030969000; 7004360885; 23485073200; 24766512900; 19640066400","Testing and control of a power take-off system for an oscillating-water-column wave energy converter",2016,"Renewable Energy",85,"",,714,724,,63,10.1016/j.renene.2015.07.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937912428&partnerID=40&md5=09e6724926777f23d9cb15a339ef4810",Article,Final,"",Scopus,2-s2.0-84937912428
"Wu, S., Liu, C., Chen, X.","56442818000; 52563929200; 55642546700","Offshore wave energy resource assessment in the East China Sea",2015,"Renewable Energy",76,"",,628,636,,63,10.1016/j.renene.2014.11.054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84916886916&partnerID=40&md5=aaa184c5d623e4408a0e670b538f8b78",Article,Final,"",Scopus,2-s2.0-84916886916
"Luo, Y., Wang, Z., Peng, G., Xiao, Y., Zhai, L., Liu, X., Zhang, Q.","16836768300; 36083704700; 9845550300; 7403260441; 55601889300; 56401941300; 56162053100","Numerical simulation of a heave-only floating OWC (oscillating water column) device",2014,"Energy",76,"",,799,806,,63,10.1016/j.energy.2014.08.079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84908473613&partnerID=40&md5=635617da0d271af7a838684e4ac8998e",Article,Final,"",Scopus,2-s2.0-84908473613
"Falcão, A.F.O., Henriques, J.C.C., Gato, L.M.C., Gomes, R.P.F.","23485073200; 36173947400; 7004360885; 26030969000","Air turbine choice and optimization for floating oscillating-water-column wave energy converter",2014,"Ocean Engineering",75,"",,148,156,,63,10.1016/j.oceaneng.2013.10.019,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891486228&partnerID=40&md5=ad863b2068fbfd4a15cb2527dcbc3dd9",Article,Final,"",Scopus,2-s2.0-84891486228
"Wolgamot, H.A., Taylor, P.H., Eatock Taylor, R.","55209874100; 56587227100; 7003636043","The interaction factor and directionality in wave energy arrays",2012,"Ocean Engineering",47,"",,65,73,,63,10.1016/j.oceaneng.2012.03.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84860653246&partnerID=40&md5=1f926bc6a6173d2d19f9b45362009535",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84860653246
"Reeve, D.E., Chen, Y., Pan, S., Magar, V., Simmonds, D.J., Zacharioudaki, A.","7102510774; 57216366993; 57883874800; 23987266500; 7007087155; 24722057900","An investigation of the impacts of climate change on wave energy generation: The Wave Hub, Cornwall, UK",2011,"Renewable Energy",36,"9",,2404,2413,,63,10.1016/j.renene.2011.02.020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79954626795&partnerID=40&md5=8bfef6ba3cd162f8916ec19adcd13269",Article,Final,"All Open Access, Green",Scopus,2-s2.0-79954626795
"Osullivan, D.L., Lewis, A.W.","57025025200; 16219467700","Generator selection and comparative performance in offshore oscillating water column ocean wave energy converters",2011,"IEEE Transactions on Energy Conversion",26,"2", 5678814,603,614,,63,10.1109/TEC.2010.2093527,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79957533550&partnerID=40&md5=53a8fa74a4edb9db84a527f967d04da2",Article,Final,"",Scopus,2-s2.0-79957533550
"McCabe, A.P., Aggidis, G.A., Widden, M.B.","7006704051; 9338335100; 6602242288","Optimizing the shape of a surge-and-pitch wave energy collector using a genetic algorithm",2010,"Renewable Energy",35,"12",,2767,2775,,63,10.1016/j.renene.2010.04.029,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77954315270&partnerID=40&md5=60df27fc4a0dbe78a6c1dd7b8f2a00a4",Article,Final,"",Scopus,2-s2.0-77954315270
"Hemer, M.A., Griffin, D.A.","21734716100; 7401891267","The wave energy resource along Australia's Southern margin",2010,"Journal of Renewable and Sustainable Energy",2,"4", 043108,,,,63,10.1063/1.3464753,"https://www.scopus.com/inward/record.url?eid=2-s2.0-79952512019&partnerID=40&md5=ea27dc28793a50c79320ccec60298e87",Article,Final,"",Scopus,2-s2.0-79952512019
"Thorburn, K., Bernhoff, H., Leijon, M.","7003565135; 6602848522; 7006634809","Wave energy transmission system concepts for linear generator arrays",2004,"Ocean Engineering",31,"11-12",,1339,1349,,63,10.1016/j.oceaneng.2004.03.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-3042732191&partnerID=40&md5=193654457554b949e13745d384b38606",Article,Final,"",Scopus,2-s2.0-3042732191
"Hong, D.C., Hong, S.Y., Hong, S.W.","7201840670; 7405763888; 8702921700","Numerical study on the reverse drift force of floating BBDB wave energy absorbers",2004,"Ocean Engineering",31,"10",,1257,1294,,63,10.1016/j.oceaneng.2003.12.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-2642554778&partnerID=40&md5=f75c0b1f98afa57d351b0e898a48886e",Article,Final,"",Scopus,2-s2.0-2642554778
"Thakker, A., Dhanasekaran, T.S.","7006793119; 6602538206","Computed effects of tip clearance on performance of impulse turbine for wave energy conversion",2004,"Renewable Energy",29,"4",,529,547,,63,10.1016/j.renene.2003.09.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0344236368&partnerID=40&md5=5f156dd34a8d3470ec285a12c9e2ae63",Article,Final,"",Scopus,2-s2.0-0344236368
"Liang, X., Liu, Z., Feng, Y., Han, J., Li, L., An, J., Chen, P., Jiang, T., Wang, Z.L.","57203252120; 57190426838; 57195549910; 57221856566; 55550903300; 57210257218; 36090850200; 56587265900; 56430045300","Spherical triboelectric nanogenerator based on spring-assisted swing structure for effective water wave energy harvesting",2021,"Nano Energy",83,"", 105836,,,,62,10.1016/j.nanoen.2021.105836,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100375240&partnerID=40&md5=632fc0181039e3a783987faf09f3f8df",Article,Final,"",Scopus,2-s2.0-85100375240
"Brito, M., Canelas, R.B., García-Feal, O., Domínguez, J.M., Crespo, A.J.C., Ferreira, R.M.L., Neves, M.G., Teixeira, L.","57191070815; 55340996100; 56458801700; 55696865500; 16480134400; 26322973000; 22135351500; 14069330100","A numerical tool for modelling oscillating wave surge converter with nonlinear mechanical constraints",2020,"Renewable Energy",146,"",,2024,2043,,62,10.1016/j.renene.2019.08.034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85070625052&partnerID=40&md5=ce172a919ff45231872a3ec3ff75e4a8",Article,Final,"",Scopus,2-s2.0-85070625052
"Lin, Y., Dong, S., Wang, Z., Guedes Soares, C.","57190017620; 7402016848; 55256628300; 56978160800","Wave energy assessment in the China adjacent seas on the basis of a 20-year SWAN simulation with unstructured grids",2019,"Renewable Energy",136,"",,275,295,,62,10.1016/j.renene.2019.01.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85060012980&partnerID=40&md5=c331f129097e5a71dcfa356a9726d0ef",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85060012980
"Chang, G., Jones, C.A., Roberts, J.D., Neary, V.S.","7402307376; 55348782000; 56925832200; 6701367686","A comprehensive evaluation of factors affecting the levelized cost of wave energy conversion projects",2018,"Renewable Energy",127,"",,344,354,,62,10.1016/j.renene.2018.04.071,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047479332&partnerID=40&md5=e407f3a580e849cef57affc10e56858a",Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85047479332
"Simonetti, I., Cappietti, L., Elsafti, H., Oumeraci, H.","55806650700; 12784579600; 55871477100; 7003457824","Optimization of the geometry and the turbine induced damping for fixed detached and asymmetric OWC devices: A numerical study",2017,"Energy",139,"",,1197,1209,,62,10.1016/j.energy.2017.08.033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030466454&partnerID=40&md5=d85a09584780cc1b7162d08ae2cb8440",Article,Final,"",Scopus,2-s2.0-85030466454
"Gomes, R.P.F., Lopes, M.F.P., Henriques, J.C.C., Gato, L.M.C., Falcão, A.F.O.","26030969000; 56911702700; 36173947400; 7004360885; 23485073200","The dynamics and power extraction of bottom-hinged plate wave energy converters in regular and irregular waves",2015,"Ocean Engineering",96,"",,86,99,,62,10.1016/j.oceaneng.2014.12.024,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84921047799&partnerID=40&md5=8f31fc75fb334a9cc7316fce92b10fcc",Article,Final,"",Scopus,2-s2.0-84921047799
"O'Connor, M., Lewis, T., Dalton, G.","36893796700; 16219467700; 15020250500","Weather window analysis of Irish west coast wave data with relevance to operations &amp; maintenance of marine renewables",2013,"Renewable Energy",52,"",,57,66,,62,10.1016/j.renene.2012.10.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84869232617&partnerID=40&md5=f757a2c51e0181a5a8e1acc32e6de22c",Article,Final,"",Scopus,2-s2.0-84869232617
"Behrens, S., Hayward, J., Hemer, M., Osman, P.","7102608580; 54787542700; 21734716100; 7003861466","Assessing the wave energy converter potential for Australian coastal regions",2012,"Renewable Energy",43,"",,210,217,,62,10.1016/j.renene.2011.11.031,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84856532067&partnerID=40&md5=c10601b74ba51c645bdb938a137947c3",Article,Final,"",Scopus,2-s2.0-84856532067
"Faedo, N., Peña-Sanchez, Y., Ringwood, J.V.","57202423440; 57200690246; 6603725188","Finite-order hydrodynamic model determination for wave energy applications using moment-matching",2018,"Ocean Engineering",163,"",,251,263,,61,10.1016/j.oceaneng.2018.05.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048272091&partnerID=40&md5=e0b507bf7c5723dc4e9ba805ce390c8e",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85048272091
"De Andres, A., Medina-Lopez, E., Crooks, D., Roberts, O., Jeffrey, H.","55797765100; 56724079200; 7006633643; 57212805944; 22834920700","On the reversed LCOE calculation: Design constraints for wave energy commercialization",2017,"International Journal of Marine Energy",18,"",,88,108,,61,10.1016/j.ijome.2017.03.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018661999&partnerID=40&md5=838b99b8ff738bd99c859549c4490cf1",Article,Final,"",Scopus,2-s2.0-85018661999
"López, I., Pereiras, B., Castro, F., Iglesias, G.","23005118500; 9838919800; 7101992081; 56261589800","Holistic performance analysis and turbine-induced damping for an OWC wave energy converter",2016,"Renewable Energy",85,"",,1155,1163,,61,10.1016/j.renene.2015.07.075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84938687531&partnerID=40&md5=1a211f6628be9cd720ae634a74366766",Article,Final,"",Scopus,2-s2.0-84938687531
"Badhurshah, R., Samad, A.","56176576300; 24465559200","Multiple surrogate based optimization of a bidirectional impulse turbine for wave energy conversion",2015,"Renewable Energy",74,"",,749,760,,61,10.1016/j.renene.2014.09.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907481741&partnerID=40&md5=754d5b2b309389f2a8c213f7b57bd9ce",Article,Final,"",Scopus,2-s2.0-84907481741
"Veigas, M., Carballo, R., Iglesias, G.","55447005400; 35291563900; 56261589800","Wave and offshore wind energy on an island",2014,"Energy for Sustainable Development",22,"1",,57,65,,61,10.1016/j.esd.2013.11.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905495274&partnerID=40&md5=8a0578ce490fc2ab485d41cf85e37cd4",Article,Final,"",Scopus,2-s2.0-84905495274
"Iglesias, G., Carballo, R.","56261589800; 35291563900","Wave farm impact: The role of farm-to-coast distance",2014,"Renewable Energy",69,"",,375,385,,61,10.1016/j.renene.2014.03.059,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84898984451&partnerID=40&md5=f48dd36ce7f6425a7ff397180e6c5eeb",Article,Final,"",Scopus,2-s2.0-84898984451
"Al-Habaibeh, A., Su, D., McCague, J., Knight, A.","6602580607; 7201718106; 36017086800; 57190135549","An innovative approach for energy generation from waves",2010,"Energy Conversion and Management",51,"8",,1664,1668,,61,10.1016/j.enconman.2009.11.041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77951206039&partnerID=40&md5=e5519443d7f8336068f5df522e4680cf",Article,Final,"All Open Access, Green",Scopus,2-s2.0-77951206039
"Dhanasekaran, T.S., Govardhan, M.","6602538206; 6701744095","Computational analysis of performance and flow investigation on wells turbine for wave energy conversion",2005,"Renewable Energy",30,"14",,2129,2147,,61,10.1016/j.renene.2005.02.005,"https://www.scopus.com/inward/record.url?eid=2-s2.0-20444468891&partnerID=40&md5=51cb2de8b8c59d57788c8a1f2991fd2d",Article,Final,"",Scopus,2-s2.0-20444468891
"Korde, U.A.","7004283169","Latching control of deep water wave energy devices using an active reference",2002,"Ocean Engineering",29,"11",,1343,1355,,61,10.1016/S0029-8018(01)00093-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037030262&partnerID=40&md5=7f237725f1b6f5a48611c05ca0084b6d",Article,Final,"",Scopus,2-s2.0-0037030262
"Chen, H., Qian, L., Ma, Z., Bai, W., Li, Y., Causon, D., Mingham, C.","57203901795; 7202181385; 11639875400; 17134446000; 55974880400; 7004031763; 6701718001","Application of an overset mesh based numerical wave tank for modelling realistic free-surface hydrodynamic problems",2019,"Ocean Engineering",176,"",,97,117,,60,10.1016/j.oceaneng.2019.02.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85067914739&partnerID=40&md5=c7e8810b10588726c61cb908a36bd32b",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85067914739
"Selosse, S., Garabedian, S., Ricci, O., Maïzi, N.","26645228900; 57201275073; 35096461800; 6508036981","The renewable energy revolution of reunion island",2018,"Renewable and Sustainable Energy Reviews",89,"",,99,105,,60,10.1016/j.rser.2018.03.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044147180&partnerID=40&md5=584015b0ad36d7f343be1662b051c5c5",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85044147180
"Lavidas, G., Venugopal, V.","56422497400; 15073567600","A 35 year high-resolution wave atlas for nearshore energy production and economics at the Aegean Sea",2017,"Renewable Energy",103,"",,401,417,,60,10.1016/j.renene.2016.11.055,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85002924620&partnerID=40&md5=792d16f2a6f862957069f7016df9cdc8",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85002924620
"Halder, P., Samad, A., Thévenin, D.","55814026700; 24465559200; 55934464100","Improved design of a Wells turbine for higher operating range",2017,"Renewable Energy",106,"",,122,134,,60,10.1016/j.renene.2017.01.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009836745&partnerID=40&md5=13f9272e9460012e45030acc62586091",Article,Final,"",Scopus,2-s2.0-85009836745
"Henriques, J.C.C., Portillo, J.C.C., Gato, L.M.C., Gomes, R.P.F., Ferreira, D.N., Falcão, A.F.O.","36173947400; 56970941300; 7004360885; 26030969000; 56659095800; 23485073200","Design of oscillating-water-column wave energy converters with an application to self-powered sensor buoys",2016,"Energy",112,"",,852,867,,60,10.1016/j.energy.2016.06.054,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977581650&partnerID=40&md5=d430a42ef20072e6825ea6fe12972e72",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84977581650
"Jiang, Q., Jie, Y., Han, Y., Gao, C., Zhu, H., Willander, M., Zhang, X., Cao, X.","56486652600; 56800040800; 56388946500; 55929936000; 57226096118; 57204300619; 57209228824; 55082564100","Self-powered electrochemical water treatment system for sterilization and algae removal using water wave energy",2015,"Nano Energy",18,"",,81,88,,60,10.1016/j.nanoen.2015.09.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944871494&partnerID=40&md5=1d561df3cb608cc48c040742b8da2fe9",Article,Final,"",Scopus,2-s2.0-84944871494
"Rusu, L.","24067330300","Assessment of the wave energy in the black sea based on a 15-year hindcast with data assimilation",2015,"Energies",8,"9",,10370,10388,,60,10.3390/en80910370,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945298208&partnerID=40&md5=99d88c73e99e680e4cc566495d8ab642",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84945298208
"Ayat, B.","24474396900","Wave power atlas of Eastern Mediterranean and Aegean Seas",2013,"Energy",54,"",,251,262,,60,10.1016/j.energy.2013.02.060,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84876984561&partnerID=40&md5=ab48d931d970062c611c1fe95fd212f7",Article,Final,"",Scopus,2-s2.0-84876984561
"Rogers, W.E., Kaihatu, J.M., Petit, H.A.H., Booij, N., Holthuijsen, L.H.","57210784164; 6603597845; 7202075895; 7004028001; 7003902702","Diffusion reduction in an arbitrary scale third generation wind wave model",2002,"Ocean Engineering",29,"11",,1357,1390,,60,10.1016/S0029-8018(01)00080-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037030280&partnerID=40&md5=f237befb44971c6472ffadc343510927",Article,Final,"",Scopus,2-s2.0-0037030280
"Latif, A., Hussain, S.M.S., Das, D.C., Ustun, T.S.","57212541796; 22035146400; 57206574765; 43761679200","Double stage controller optimization for load frequency stabilization in hybrid wind-ocean wave energy based maritime microgrid system",2021,"Applied Energy",282,"", 116171,,,,59,10.1016/j.apenergy.2020.116171,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096176476&partnerID=40&md5=74fb7ebe98abb4b99cba9574408d88d7",Article,Final,"",Scopus,2-s2.0-85096176476
"Nguyen, H.P., Wang, C.M., Tay, Z.Y., Luong, V.H.","57207799401; 57212922941; 23006904500; 56233447300","Wave energy converter and large floating platform integration: A review",2020,"Ocean Engineering",213,"", 107768,,,,59,10.1016/j.oceaneng.2020.107768,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089242645&partnerID=40&md5=c7f6b30a84a8da0712d2b42fddf45ec6",Review,Final,"",Scopus,2-s2.0-85089242645
"Qiu, S., Liu, K., Wang, D., Ye, J., Liang, F.","50262804000; 55729549000; 7407074627; 8669172700; 36739447900","A comprehensive review of ocean wave energy research and development in China",2019,"Renewable and Sustainable Energy Reviews",113,"", 109271,,,,59,10.1016/j.rser.2019.109271,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85068967678&partnerID=40&md5=8a44af407d759bfd958d58ec2bd84682",Review,Final,"",Scopus,2-s2.0-85068967678
"Parwal, A., Fregelius, M., Temiz, I., Göteman, M., Oliveira, J.G.D., Boström, C., Leijon, M.","57204485099; 57203931346; 57200218599; 36645791600; 26637510000; 25222591600; 7006634809","Energy management for a grid-connected wave energy park through a hybrid energy storage system",2018,"Applied Energy",231,"",,399,411,,59,10.1016/j.apenergy.2018.09.146,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053785231&partnerID=40&md5=24b51de98ed51b4a41fa6ededa3c37db",Article,Final,"",Scopus,2-s2.0-85053785231
"Nazeryan, M., Lakzian, E.","57192422774; 36104334100","Detailed entropy generation analysis of a Wells turbine using the variation of the blade thickness",2018,"Energy",143,"",,385,405,,59,10.1016/j.energy.2017.11.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033401904&partnerID=40&md5=98aabe5ac80e8b6615eb2ef6124bf9dd",Article,Final,"",Scopus,2-s2.0-85033401904
"Giorgi, G., Ringwood, J.V.","57194196298; 6603725188","Computationally efficient nonlinear Froude–Krylov force calculations for heaving axisymmetric wave energy point absorbers",2017,"Journal of Ocean Engineering and Marine Energy",3,"1",,21,33,,59,10.1007/s40722-016-0066-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019058266&partnerID=40&md5=9ee2aefdf04e855cde8f94823e5a401d",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85019058266
"Elhanafi, A., Fleming, A., Macfarlane, G., Leong, Z.","57008301100; 54894398200; 14834108300; 56349242300","Underwater geometrical impact on the hydrodynamic performance of an offshore oscillating water column–wave energy converter",2017,"Renewable Energy",105,"",,209,231,,59,10.1016/j.renene.2016.12.039,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85008645132&partnerID=40&md5=ce5ea7c9b313961739b0b91ec7047be9",Article,Final,"",Scopus,2-s2.0-85008645132
